0.00010006481079694,6.82004424194705E-15,0.999899935305658,5.69057515303538E-236
1.15674551918186E-06,2.55176777624945E-06,0.999996291604075,4.15921170414836E-24
4.7860768030934E-07,2.7477846072133E-06,0.999996773721907,6.02408191005439E-24
8.09855557135628E-07,2.41369699093117E-06,0.999996776559521,2.34967386825945E-19
9.16168411760372E-07,2.43201989368108E-06,0.999996651922777,1.10578649204068E-18
1.00400493449678E-06,2.51084319413084E-06,0.999996485260264,3.43235467468062E-18
6.29769356012147E-07,3.01610191826249E-06,0.999996354235288,4.44629258847943E-22
9.97498087330074E-07,2.80125785376371E-06,0.99999620134616,1.51337608384646E-18
8.41446510499668E-07,3.08874019598634E-06,0.999996069913769,5.20966345971603E-20
8.54392859051432E-07,3.30510062814664E-06,0.999995840598341,4.93029557599187E-20
5.30566742244168E-07,4.14339527736335E-06,0.999995326132202,5.39647216613512E-25
8.05689365098506E-07,3.81058295045529E-06,0.999995383823002,5.997806491494E-21
8.55343562803636E-07,3.95545759372955E-06,0.99999518928664,1.0214272749677E-20
8.85482120990206E-07,4.24055530347973E-06,0.999994874042791,1.24387963128198E-20
5.77321586822305E-07,5.37036408303751E-06,0.999994052395275,2.43208856298717E-25
5.88789894312818E-07,5.85836357604551E-06,0.999993552918432,2.08760687824159E-25
5.43153484227068E-07,6.60551688768615E-06,0.999992851397195,4.69037297047918E-27
6.17959012076191E-07,6.69131137113467E-06,0.999992690788868,1.28004432450712E-25
7.19604002526726E-07,6.69790440114252E-06,0.99999258255252,1.74616052260321E-25
8.2382099528986E-06,4.08500203937661E-06,0.999987676793796,6.00898957741638E-11
1.85060001887971E-05,3.76496959457907E-06,0.999977711276293,1.78136727042485E-08
1.29655362145974E-05,4.38921425730012E-06,0.999982643979461,1.32216567331164E-09
1.25614323666573E-06,7.5372719521611E-06,0.999991206629156,1.44255662612344E-21
1.07732915801618E-06,8.90607510864335E-06,0.999990016635632,9.73069144253105E-22
7.19831207477535E-07,1.19663653061698E-05,0.999987313844465,6.16444036638412E-27
6.80782485925848E-07,1.43010093159788E-05,0.999985018246112,1.83507200842139E-28
6.7785605319771E-07,1.60933437692008E-05,0.999983228840058,2.43602130902347E-29
8.0792988728805E-07,1.6213035041981E-05,0.999982979075205,9.14424506586092E-27
8.94345094611602E-07,1.72874445712789E-05,0.999981818245704,8.20337135095663E-26
8.77346135236209E-07,2.03591751881982E-05,0.999978763509659,1.19163726828573E-26
7.7596283738825E-07,2.60711512100412E-05,0.999973152913528,1.05394415425114E-29
7.54212428171213E-07,3.18879728861861E-05,0.999967357836598,1.59593330846782E-31
7.65893694818283E-07,3.56063589126437E-05,0.999963627763747,1.72730217506616E-32
9.90293662232581E-07,3.31193469959569E-05,0.999965890375858,2.72151518248173E-32
1.65465531155005E-05,1.73013439768191E-05,0.999966152104988,4.37143546302972E-12
