1,2,3,4,5,6,7,8,9,10,11,12
0.992367870048108,0.00492817879327556,0.000180602936565726,1.95444416006235E-10,2.97718929932766E-13,7.05549707300382E-12,0.00016823604343634,0.00235216032819672,1.18038874847992E-06,3.83014778054415E-07,1.38824446850122E-06,2.60449159035495E-20
0.00831747459049475,0.989295458604912,6.25459050115435E-15,0.000229716579705099,3.20774408859121E-19,0.000451058692834036,8.43598477750431E-11,0.00167197114354672,2.54948131906828E-17,6.36188722139407E-07,1.22666322251977E-16,3.36841153094579E-05
9.47003610036129E-11,6.91082257299465E-14,0.00222193716473643,0.0470051599955344,1.2489849522058E-07,0.950457326676194,8.68090772031897E-08,0.000314579774341707,4.02406657865853E-12,8.52957617549211E-08,6.99287511954965E-07,4.15649997087837E-14
1.30427235133902E-11,0.0135018654071125,1.12850798881319E-07,0.908987548248554,4.8197747634137E-13,0.0624881837794907,1.0741447784687E-08,0.0150222702879406,6.8726703116232E-22,7.3877281852268E-13,1.2989022040441E-18,8.67128355049805E-09
0.991785495139429,6.31050346652778E-09,9.35204995037643E-05,0.000505386013094026,0.00163281198299101,0.000985923595730227,3.2502454065767E-06,0.00499359942947773,9.20757993914152E-12,5.68271869353742E-09,1.08739788540838E-09,5.4458692752723E-12
0.000240940814144874,0.0211977040101229,3.98184483410326E-06,0.284599655627503,5.05307467857474E-05,0.667514787453099,1.12716377854135E-07,0.0263922841170502,3.53844623747065E-15,5.08987192774131E-11,2.08949553438501E-16,2.61909289709725E-09
1.15386741866315E-22,4.64628031615807E-20,0.0550594474487258,0.368549038009189,1.12950246206623E-07,0.037470235292922,0.0138508694881406,0.0974402159196921,0.421581976602979,0.00602732627408414,2.07780143642972E-05,2.55068175719943E-17
1.97445295529912E-11,0.0377578128594478,4.01885388604797E-05,0.118230582946821,2.84244303053744E-09,0.11875971972768,2.4479552429661E-07,0.723335170623024,1.63080710020496E-09,0.00187591471197485,4.69695893575836E-11,3.61257008875626E-07
5.93695809398713E-28,3.20592301774502E-23,2.00236921387074E-06,4.67472706866694E-06,6.94010723466685E-09,0.978245718484708,0.000841796879012094,0.0205584875353734,1.61533244924771E-09,2.74689288038388E-05,0.000319842520599111,8.90563402153218E-18
4.90291483183302E-11,0.00516199979505737,8.36218800566692E-12,1.0362984344755E-07,6.33802675212974E-09,0.000189415773481505,1.20373178110041E-06,0.979361810612204,6.88067204582389E-13,0.015285358040197,1.78082437946673E-08,8.42130637572309E-08
5.37599642977884E-23,2.65626491166853E-17,4.45583697891211E-08,7.04043751929708E-08,1.21100709803642E-06,1.29760781955627E-07,0.0066102692435721,0.278999298421033,2.31863341951723E-06,0.021938863067289,0.69244779467518,2.30271944248477E-10
5.84285089662919E-18,0.99999969019248,1.3184116126861E-16,2.98398493370885E-09,5.0925821737835E-17,1.77573149752964E-08,1.15956268730057E-13,2.26966359533334E-07,8.571498322524E-16,6.20648818540269E-08,3.0619845742193E-11,4.24201930111055E-12
