1,2,3,4,5,6,7,8,9,10,11,12
0.626363717834172,0.0439942109539373,0.0324565821122809,2.40045707597361E-11,0.000249056078037454,2.00946513729298E-05,0.25911978135363,0.0306496092697816,2.00133678850115E-08,0.00134884155339568,0.00579808606833661,8.71851300662638E-11
2.20654805024245E-06,0.493623525741311,8.58791624425806E-08,0.0297106539114883,2.28275089862874E-07,9.09483095168262E-05,0.158801312291968,0.298230237559191,7.85468170470862E-08,0.0194216169195787,1.25322492478912E-06,0.000117852792854095
0.317619082206945,1.14894202796759E-08,1.93630072054876E-25,1.20425955962114E-18,2.7051000558733E-12,2.67067675125273E-08,0.0113529731397907,1.64045294231596E-06,0.671026201227098,6.47724261918831E-08,2.18629160282972E-21,8.40629271792253E-16
5.85205407492501E-11,0.99961755627068,1.16780439157113E-19,2.85561822776698E-15,5.92535067512799E-14,0.000192877679447687,1.59708735040537E-05,0.000114625449732008,3.84667447631102E-09,5.89658188648335E-05,8.36375524476402E-16,7.84520974058461E-13
4.4914010067258E-08,3.36196115771896E-06,0.489801246866082,7.60635444778847E-20,0.106283553320012,0.25420053202594,0.00160470903519016,0.148105771792668,4.93714544571335E-07,2.86369487051084E-07,4.68132689838609E-19,6.76262281512517E-22
1.92242064099821E-12,0.000346388050297001,1.98506258024526E-15,1.41172415701987E-20,8.83923612636364E-13,0.211955856681822,1.49441803804627E-07,0.78761527285566,1.65403400983181E-14,8.23329665913712E-05,6.43773609482431E-20,1.54416365328009E-18
0.0315672153519739,0.0189577469562988,1.45720508458067E-05,6.66497136521501E-08,0.0135201442654635,1.55822805463863E-05,0.908374046501617,1.41589715335999E-06,0.0275482082716471,1.001514484613E-06,1.33124621822163E-12,2.58786253123462E-10
2.48426816123743E-07,0.0611999632904449,7.51820360954989E-16,1.54964042290186E-06,7.25560878637219E-13,0.00889009933982931,0.000795708030962394,0.787865349977749,8.32771719488341E-07,0.141246197098921,3.80273480019164E-14,5.14224855950385E-08
0.00039670919251871,2.85639072749715E-08,9.50500136443829E-18,4.29683359101637E-13,3.91445568517986E-06,2.44984964298673E-08,0.00135310245264408,3.41124293601466E-05,0.991893957845324,0.00631815056163014,1.62254388361949E-16,2.82460085647752E-15
5.0196402956461E-14,0.000183712344936809,1.08515917280302E-19,1.12294586630738E-09,6.76252419299761E-17,1.05653212894842E-08,0.000372615516065519,0.0061426706079955,0.00676388086449656,0.986537108961743,9.61499643621383E-19,1.64823815342464E-11
0.973990220397636,6.78896032698932E-07,4.9598703692969E-22,9.96659100026423E-16,1.95423562412924E-08,3.41419655514262E-05,0.0194298933198074,0.00615489779083391,6.27003955654916E-07,0.000389521084159393,3.48310286974083E-17,1.8433969797641E-12
3.98533321070136E-09,0.996914633542597,6.06466296539994E-20,3.33820475923948E-15,1.67255265141389E-13,0.000376751411207939,1.62393964343375E-06,0.00177107665308453,2.23308519326452E-09,0.000935908218183205,1.21600313790102E-15,1.83309346067287E-11
